"Title";"Author Keywords";"Abstract";"doi link";"Authors";"Author Full Names";"Publication Year";"Source Title";"reactor";"substrate origin";"substrate type";"substrate pretreatment";"substrate category";"size";"article type";"substrate";"Substrate category(L,FW,S,O)";"solid?";"info";"reactor type";"reactor subtype";"reactor detail";"reactor subdetail"
"Comparison of the effectivities of two-phase and single-phase anaerobic sequencing batch REACTORs during dairy wastewater treatment";"anaerobic fermentation; anaerobic sequencing batch REACTOR; acid whey; ethanol; biogas; methane";"The performances of anaerobic sequencing batch REACTORs fed with two different substrates were studied. The substrates were raw acid whey and acid whey fermented with Kluyveromyces lactis in order to investigate the suitability of ethanol for biogas production. The organic loading rates (OLRs) during the experiment ranged from 1.6 to 12.8 g COD dm(-3)d(-1) and the corresponding decreasing hydraulic retention times from 40 to 5 days for both REACTOR systems. The efficiency of each system depended on the OLR: the highest COD removal rate was observed at the lowest OLR applied (about 100% in both systems), and at maximum OLR the COD removal efficiency was 68% for the REACTORs fed with the raw whey and 80% for those fed with the pre-fermented whey. Under the same high OLR conditions the methane yield was 0.122 dm(-3) CH(4)g(-1) CODdegraded for the anaerobic digesters fed with the untreated whey, and 0.197dm(-3) CH(4)g(-1) CODdegraded for those fed with the pre-fermented whey. The digesters functioned without pH control. At the maximum OLR the pH in the REACTORs fed with the raw acid whey was 5.1, while in those fed with the pre-fermented whey it was 7.15. The results demonstrate that the use of the pre-fermented acid whey as substrate for anaerobic digestion without pH control is feasible, especially at high OLR levels. This substrate is preferable to the raw acid whey, because of the ethanol formed as a non-acidic fermentation product of the yeast. (c) 2007 Elsevier Ltd. All rights reserved.";"http://dx.doi.org/10.1016/j.renene.2007.06.006";"Goblos, S; Portoro, P; Bordas, D; Kalman, M; Kiss, I";"Goebloes, Sz.; Portoero, P.; Bordas, D.; Kalman, M.; Kiss, I.";2008;"RENEWABLE ENERGY";"batch(sequencing batch reactor)";"acid whey";;;"animal byproduct";"lab";;"acid whey";"fw";;;"batch";"sequencing batch reactor";;
"Anaerobic treatment of agro-industrial wastewaters for COD removal in expanded granular sludge bed bioREACTOR";"Anaerobic EGSB REACTOR; Biogas production; Vinasse; Cheese whey; Coffee-processing wastewater";"Untreated agro-industrial wastewaters are undesirable in the aquatic environment due to the presence of high organic matter contents. However, they may constitute a large potential for biogas production. The present investigation is focused on three laboratory-scale anaerobic expanded granular sludge bed (EGSB) bioREACTORs, continuously operated for 60 d under mesophilic condition with the aim of exploring the feasibility of treating three most significant agro-industrial wastewaters in Chiapas, Mexico (i.e., cheese whey, vinasse, and coffee-processing wastewater). The EGSB bioREACTORs were operated with a hydraulic retention time (HRT) of 6 d under stable conditions (i.e., buffer index (BI) of 0.31, 0.34, and 0.03), generating a maximum chemical oxygen demand (COD) removal efficiency of 91, 74, and 96% with an average methane production of 340, 245, and 300 mL/g COD.d for cheese whey, vinasse, and coffee processing wastewater, respectively. According to the obtained results, the EGSB bioREACTORs could be a sustainable alternative to simultaneously solve the environmental problems and to produce bioenergy. (C) 2017BRTeam. All rights reserved.";"http://dx.doi.org/10.18331/BRJ2017.4.4.3";"Cruz-Salomon, A; Rios-Valdovinos, E; Pola-Albores, F; Meza-Gordillo, R; Lagunas-Rivera, S; Ruiz-Valdiviezo, VM";"Cruz-Salomon, Abumale; Rios-Valdovinos, Edna; Pola-Albores, Francisco; Meza-Gordillo, Rocio; Lagunas-Rivera, Selene; Ruiz-Valdiviezo, Victor M.";2017;"BIOFUEL RESEARCH JOURNAL-BRJ";"high rate(EGSB)";" cheese whey, vinasse, and coffee processing wastewater";;;"codigestion";"lab";;" cheese whey, vinasse, and coffee processing wastewater";"fw,l,l";;;"high rate";"EGSB";;
"The influence of pH in the hydrolytic stage of anaerobic digestion of the organic fraction of urban solid waste";"anaerobic digestion; hydrolytic stage; two phase anaerobic REACTOR; urban solid waste";"The influence of the pH in the first stage, the hydrolytic stage, of the anaerobic digestion of the organic fraction of urban solid waste in a two phase anaerobic REACTOR was studied. The REACTOR was fed with a solution of the organic fraction of urban solid residues containing 5 to 7% solids. Four REACTORs with a working volume of 3 L were used, the experiments were done at three controlled pHs; 6, 7, and 8, and one with free pH, the temperature was keep at 37degreesC in all the experiments. The higher degradation of TSS and VSS was obtained in the REACTORs operated at pH 7 and 8; 75% degradation of TSS and 85% degradation of VSS. The volatile fatty acids were determined at the different pH conditions, no significant differences were found, and as was expected, the acetic acid was found at the higher value among them (from 25 to 29 g/L). According to the results obtained it is possible to conclude that in the case of the hydrolytic stage of the anaerobic digestion of the organic fraction of urban solid waste it is not necessary to control the pH, the pH is kept stable by the buffer effect of the protein residues and other macromolecules present in the residue.";"http://dx.doi.org/10.2166/wst.2003.0409";"Dinamarca, S; Aroca, G; Chamy, R; Guerrero, L";"Dinamarca, S; Aroca, G; Chamy, R; Guerrero, L";2003;"WATER SCIENCE AND TECHNOLOGY";"two stage";"municipal solid waste";;;"ofmsw";"lab";;"municipal solid waste";"l";;;"two stage";;;
"Comparative evaluation of biogas production from dairy manure and co-digestion with maize silage by CSTR and new anaerobic hybrid REACTOR";"Anaerobic co-digestion; Biogas production; Dairy manure; Hybrid REACTOR; Maize silage";"This study aimed to investigate potential methane production through anaerobic digestion of dairy manure and co-digestion with maize silage. Two different anaerobic REACTOR configurations (single-stage continuously stirred tank REACTOR [CSTR] and hybrid anaerobic digester) were used and biogas production performances for each REACTOR were compared. The HR was planned to enable phase separation in order to improve process stability and biogas production under higher total solids loadings (>= 4%). The systems were tested under six different organic loading rates increased steadily from 1.1 to 5.4 g VS/L.d. The CSTR exhibited lower system stability and biomass conversion efficiency than the HR. The specific biogas production of the hybrid system was between 440 and 320 mL/gVS with 81-65% volatile solids (VS) destruction. The hybrid system provided 116% increase in specific biogas production and VS destruction improved by more than 14%. When MS was co-digested together with dairy manure, specific biogas production rates increased about 1.2-fold. Co-digestion was more beneficial than mono-material digestion. The hybrid system allowed for generating methane enriched biogas (>75% methane) by enabling phase separation in the REACTOR. It was observed that acidogenic conditions prevailed in the first two compartments and the following two segments as methanogenic conditions were observed. The pH of the acidogenic part ranged between 4.7 and 5.5 and the methanogenic part was between 6.8 and 7.2.";"http://dx.doi.org/10.1002/elsc.201500187";"Varol, A; Ugurlu, A";"Varol, Ayhan; Ugurlu, Aysenur";2017;"ENGINEERING IN LIFE SCIENCES";"cstr,high rate(hybrid)";"cattle manure + corn silage";;;"codigestion";"lab";;"cattle manure + corn silage";"l+l";;;"cstr";;;
"Comparative evaluation of biogas production from dairy manure and co-digestion with maize silage by CSTR and new anaerobic hybrid REACTOR";"Anaerobic co-digestion; Biogas production; Dairy manure; Hybrid REACTOR; Maize silage";"This study aimed to investigate potential methane production through anaerobic digestion of dairy manure and co-digestion with maize silage. Two different anaerobic REACTOR configurations (single-stage continuously stirred tank REACTOR [CSTR] and hybrid anaerobic digester) were used and biogas production performances for each REACTOR were compared. The HR was planned to enable phase separation in order to improve process stability and biogas production under higher total solids loadings (>= 4%). The systems were tested under six different organic loading rates increased steadily from 1.1 to 5.4 g VS/L.d. The CSTR exhibited lower system stability and biomass conversion efficiency than the HR. The specific biogas production of the hybrid system was between 440 and 320 mL/gVS with 81-65% volatile solids (VS) destruction. The hybrid system provided 116% increase in specific biogas production and VS destruction improved by more than 14%. When MS was co-digested together with dairy manure, specific biogas production rates increased about 1.2-fold. Co-digestion was more beneficial than mono-material digestion. The hybrid system allowed for generating methane enriched biogas (>75% methane) by enabling phase separation in the REACTOR. It was observed that acidogenic conditions prevailed in the first two compartments and the following two segments as methanogenic conditions were observed. The pH of the acidogenic part ranged between 4.7 and 5.5 and the methanogenic part was between 6.8 and 7.2.";"http://dx.doi.org/10.1002/elsc.201500187";"Varol, A; Ugurlu, A";"Varol, Ayhan; Ugurlu, Aysenur";2017;"ENGINEERING IN LIFE SCIENCES";"cstr,high rate(hybrid)";"cattle manure + corn silage";;;"codigestion";"lab";;"cattle manure + corn silage";"l+l";;;"high rate";"hybrid";;
"Effect of Organic Loading Rate on Anaerobic Digestion Performance of Mesophilic (UASB) REACTOR Using Cattle Slaughterhouse Wastewater as Substrate";"UASB REACTOR; cattle slaughterhouse wastewater; biogas production; methane yield; COD removal";"In this study, the performance of a laboratory scale upflow anaerobic sludge blanket (UASB) REACTOR operating at mesophilic temperature (35 degrees C) was examined. Cattle slaughterhouse wastewater (CSWW) was used as the main substrate. The total and effective volumes of the REACTOR were 8 L and 6 L, respectively. Twelve different organic loading rates (OLR) were applied and the performance was evaluated. The chemical oxygen demand (COD) removal efficiency was more than 90% during batch study. In the continuous study, COD removal was also approximately 90% at OLR 0.4 g/L d(-1) which subsequently dropped to below 50% when the loading rate increased to 15 g/L d(-1). Approximately 5 L/d of biogas was obtained with high methane concentration at stages VI and XI corresponding to OLR of 2 and 10 g/L d(-1), respectively. It was observed that the concentration of volatile fatty acids was low and that the alkalinity of the wastewater was sufficient to avoid acidification. Specific methane yields of 0.36 and 0.38 LCH4/g COD added were achieved at OLR 7 and 10 g/L d(-1). A hydraulic retention time (HRT) of 1 day was sufficient to remove greater than 70% of COD which correspond to 89% methane concentration. Parameters like soluble COD, NH3-N, pH, alkalinity, total suspended solid (TSS), fats, oil, and grease were also investigated. The results show that the UASB REACTOR could serve as a good alternative for anaerobic treatment of CSWW and methane production.";"http://dx.doi.org/10.3390/ijerph15102220";"Musa, MA; Idrus, S; Hasfalina, CM; Daud, NNN";"Musa, Mohammed Ali; Idrus, Syazwani; Hasfalina, Che Man; Daud, Nik Norsyahariati Nik";2018;"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH";"high rate(UASB)";"slaughterhouse wastewater";;;"animal byproduct";"lab";;"slaughterhouse wastewater";"s";;;"high rate";"UASB";;
"Development and testing of surface-based and water-based-diffusion kinetic models for studying hydrolysis and biogas production from cow manure";"C-1 factor; Hydrolysis; Permeability; Biogas yield; Cow manure; Batch REACTOR";"The hydrolytic step is usually considered the rate limiting step in the biological conversion of lignocellulose material into biofuels. Current optimization approach attempts to understand the mechanism of hydrolysis in order to boost production. In this study, the development and testing of a surface-based and a water-based-diffusion kinetic model for modeling biogas production from cow manure was conducted using total solid (TS) loading ranging from 8 to 10% (TS) in batch REACTORs. Parameter estimation using solver function of the Microsoft Excel Tool Pak revealed that, the second order water diffusion model was superior in predicting biogas production with correlation coefficients ranging from 0.9977 to 0.9995. In addition, the initial surface permeability flux of water (K-spf(0)) into the organic biomass and fragmentation of particles were observed to be independent events elicited by the action C-1 and C-x factors respectively. The initial surface permeability flux of water was observed to increase as solids concentration increased from 8 to 9%TS while, fragmentation constants decreased. Maximum initial surface permeability flux of water (1.78E-05 m(3)/m(2)/day) was observed at 9% (TS) with a simultaneous minimization in the fragmentation rate (0.13/day). For optimal production of biofuels, appropriate quantity of C-1-factor, the degree of crystallinity and particle size may be critical for efficient conversion. (C) 2015 Elsevier Ltd. All rights reserved.";"http://dx.doi.org/10.1016/j.renene.2015.09.036";"Momoh, YOL; Saroj, DP";"Momoh, Yusuf O. L.; Saroj, D. P.";2016;"RENEWABLE ENERGY";"batch";"cow";;;"manure";"model";;"cattle manure";"l";;;"batch";;;
"BIO-ENERGY RECOVERY FROM PULP PROCESSING WASTE-WATER";"PULPING; DIGESTION; ANAEROBIC FIXED BED REACTOR; SPECIFIC BIOGAS YIELD; LOADING RATE";"Treatability studies were carried out for the treatment of cotton digestion wastewater consisting high pH, BOD and GOD. The wastewater was found to be amenable to anaerobic treatment as the BOD to COD ratio is found to be around 0.49 (GOD, 5000 mg/L, BOD, 2700 mg/L). Specific biogas yield was observed to be 0.44 to 0.48 m(3) CH4/kg COD removed for 2.0 day and 1.5 days detention time respectively. It is estimated that about 400 m(3)/d of biogas with 67% methane content can be obtained from 200 m(3)/d of wastewater treatment. This biogas can be utilized to partially meet the fuel requirement of the complex and results in the saving to the tune of 2.8 lakhs per annum.";"http://dx.doi.org/10.1080/10934529509376243";"CHAKRADHAR, B; KAUL, SN; NAGESWAR, GD";"CHAKRADHAR, B; KAUL, SN; NAGESWAR, GD";1995;"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING";"high rate(fixed bed)";"spent liquor";;;"industrial wastewater";;;"cotton wastewater";;;;"high rate";"fixed bed";;
"Fast anaerobic digestion of complex substrates via immobilized biofilms in a novel compartmentalized REACTOR design";"Fixed biofilm; REACTOR design; Compartments; Suspended particles; Municipal solid waste; Biogas";"Anaerobic digestion of municipal waste is a promising technology for renewable energy production, notably for methane (CH4) production. Existing REACTOR designs have limitations that prevent efficient conversion and high throughput, especially of substrates high in suspended solids. Here, we introduce a novel compartmentalized REACTOR design encompassing controlled feed flow over fixed microbial biofilms for high rate CH4 production from enzymatically pre-hydrolyzed municipal solid waste. In a 240 L working volume REACTOR, the biofilm generation was completed in less than 60 days and CH4 production was minimum similar to 700 L day(-1) in the ensuing months with a Hydraulic Retention Time (HRT) of 10 days or lower. When the organic load was gradually increased, a REACTOR productivity of 6 L-CH4 L-REACTOR(-1) day(-1) was achieved. At this point, the REACTOR processed 20.8 g(COD) L-REACTOR(-1) day(-1) at a HRT below 5 days, maintaining above 70% of the maximal Chemical Oxygen Demand (COD) conversion rate. Such fast conversion rates and high yields are far beyond what has been reported for other REACTOR designs, and are a crucial prerequisite for industrial realization of renewable biogas production from municipal solid waste and other organic waste streams.";"http://dx.doi.org/10.1016/j.bej.2018.12.023";"Londono, JEG; Uller, B; Sorensen, HR; Meyer, AS";"Londono, Jorge E. Gonzalez; Uller, Bjarne; Sorensen, Hanne R.; Meyer, Anne S.";2019;"BIOCHEMICAL ENGINEERING JOURNAL";"high rate(hybrid(baffled reactor + fixed film(bioflm))";"municipal solid waste";;;"ofmsw";"pilot";;"municipal solid waste";"l";;;"high rate";"hybrid";"baffled reactor + fixed bed";
"Effect of temperature and organic loading rate on upflow anaerobic sludge blanket REACTOR and CH4 production by treating liquidized food waste";"liquidized food waste; UASB REACTOR; COD; VFA; TOC; biogas and methane";"Anaerobic treatment of liquidized food waste (LFW) was carried out in an upflow anaerobic sludge blanket REACTOR (UASBR) by stepwise increase in organic loading rate (OLR) and temperature. The chemical oxygen demand (COD), total organic carbon (TOC), biogas and methane production were measured at hydraulic retention time (HRT) of 10 to 4d, and start up strategy of the REACTOR was monitored for 10 weeks. Thermophilic condition was achieved by increasing the temperature from 30 to 55 degrees C, and pH was maintained at 7 +/- 0.5 throughout the experiment. Maximum COD removal efficiency was 93.67% (r = 0.84) at an OLR of 12.5 g-COD/L.d and 4d HRT. Maximum TOC removal efficiency was 79.14% (r = -0.94) at an influent TOC concentration of 3.59 g/L. Biogas and methane yield were recorded to a maximum of 1.364 L/g-CODremoved.d (r = 0.81), 0.912 L/g-CODremoved.d (r = 0.83), and average methane content of biogas was 63%. The REACTOR was fully acclimatized at 55 degrees C and achieved stability with high removal efficiency and biogas production. An OLR of 12.5 g-COD/L.d and HRT of 4 days were suitable for the treatment of LFW in UASBR. The treatment process can also be extendable for more than 10 weeks without any measurable problem. (C) 2011 American Institute of Chemical Engineers Environ Prog, 2012";"http://dx.doi.org/10.1002/ep.10540";"Latif, MA; Ahmad, A; Ghufran, R; Wahid, ZA";"Latif, M. A.; Ahmad, A.; Ghufran, R.; Wahid, Z. A.";2012;"ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY";"high rate(UASB)";"food waste";;;"food waste";"lab";;" liquidized food waste ";"fw";;;"high rate";"UASB";;
"Performance and stability of an expanded granular sludge bed REACTOR modified with zeolite addition subjected to step increases of organic loading rate (OLR) and to organic shock load (OSL)";"anaerobic digestion; denaturing gradient gel electrophoresis (DGGE); expanded granular sludge bed (EGSB) REACTOR; organic shock load (OSL); volatile fatty acids (VFAs); zeolite";"This paper shows the effect of organic shock loads (OSLs) on the anaerobic digestion (AD) of synthetic swine wastewater using an expanded granular sludge bed (EGSB) REACTOR modified with zeolite. Two REACTORs (R1 and R2), each with an effective volume of 3.04 L, were operated for 180 days at a controlled temperature of 30 degrees C and hydraulic retention time of 12 h. In the case of R2, 120 g of zeolite was added. The REACTORs were operated with an up-flow velocity of 6 m/h. The evolution of pH, total Kjeldahl nitrogen, chemical oxygen demand (COD) and volatile fatty acids (VFAs) was monitored during the AD process with OSL and increases in the organic loading rate (OLR). In addition, the microbial composition and changes in the structure of the bacterial and archaeal communities were assessed. The principal results demonstrate that the presence of zeolite in an EGSB REACTOR provides a more stable process at higher OLRs and after applying OSL, based on both COD and VFA accumulation, which presented with significant differences compared to the control. Denaturing gradient gel electrophoresis band profiles indicated differences in the populations of Bacteria and Archaea between the R1 and R2 REACTORs, attributed to the presence of zeolite.";"http://dx.doi.org/10.2166/wst.2017.516";"Perez-Perez, T; Pereda-Reyes, I; Pozzi, E; Oliva-Merencio, D; Zaiat, M";"Perez-Perez, T.; Pereda-Reyes, I.; Pozzi, E.; Oliva-Merencio, D.; Zaiat, M.";2018;"WATER SCIENCE AND TECHNOLOGY";"high rate(EGSB)";"pig";"wastewater";;"manure";"lab";;"swine wastewater";"s";;;"high rate";"EGSB";;
"Performance and working mechanism of a novel anaerobic self-flotation REACTOR for treating wastewater with high suspended solids";"Anaerobic self-flotation REACTOR; UASB; Biogas flotation; SS removal; EPS flocculation";"The new design of internal flotation components and the use of biogas were employed to develop a novel anaerobic self-flotation (ASF) REACTOR. Compared with the upflow anaerobic sludge blanket (UASB) REACTOR, the removal efficiencies of total chemical oxygen demand (COD) and suspended solids (SS) of the ASF REACTOR were higher than 90% under high SS concentration and high volumetric organic loading rate (OLR). The biogas flotation, sludge bed retention, and effluent washout accounted for 60%, 30%, and 10% of SS mass, respectively, proving that the biogas flotation was the main mechanism of SS removal in the ASF REACTOR. Extracellular polymer substance, mainly consisting of polysaccharide (PS) and protein (PN), was found to promote the SS removal by biogas flotation via the scum formation at the ratio of 294.12 g-VS/g-PS and 103.09 g-VS/g-PN. The EPS yield was determined as 2.3 +/- 0.6 g-PS/g-COD and 11.5 +/- 2.6 g-PN/g-COD at the OLR of 60 kg/(m(3) day). The biogas production was revealed to enhance the SS removal by providing flotation driving force and by decreasing the scum density. A model was established to describe the quantitative relationship between flotation scum and OLR. This work would shed light on the high SS wastewater treatment challenge of high-rate anaerobic processes by using biogas flotation.";"http://dx.doi.org/10.1007/s11356-019-05885-6";"Zeng, Z; Zheng, P; Zhang, M; Ghulam, A";"Zeng, Zhuo; Zheng, Ping; Zhang, Meng; Ghulam, Abbas";2019;"ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH";"high rate( anaerobic self-flotation reactor), high rate(UASB)";"paper mill effluent";"processing waste";;"lignocellulose";"lab";;"paper mill effluent";"s";;;"high rate";"anaerobic self-flotation reactor";;
"Performance and working mechanism of a novel anaerobic self-flotation REACTOR for treating wastewater with high suspended solids";"Anaerobic self-flotation REACTOR; UASB; Biogas flotation; SS removal; EPS flocculation";"The new design of internal flotation components and the use of biogas were employed to develop a novel anaerobic self-flotation (ASF) REACTOR. Compared with the upflow anaerobic sludge blanket (UASB) REACTOR, the removal efficiencies of total chemical oxygen demand (COD) and suspended solids (SS) of the ASF REACTOR were higher than 90% under high SS concentration and high volumetric organic loading rate (OLR). The biogas flotation, sludge bed retention, and effluent washout accounted for 60%, 30%, and 10% of SS mass, respectively, proving that the biogas flotation was the main mechanism of SS removal in the ASF REACTOR. Extracellular polymer substance, mainly consisting of polysaccharide (PS) and protein (PN), was found to promote the SS removal by biogas flotation via the scum formation at the ratio of 294.12 g-VS/g-PS and 103.09 g-VS/g-PN. The EPS yield was determined as 2.3 +/- 0.6 g-PS/g-COD and 11.5 +/- 2.6 g-PN/g-COD at the OLR of 60 kg/(m(3) day). The biogas production was revealed to enhance the SS removal by providing flotation driving force and by decreasing the scum density. A model was established to describe the quantitative relationship between flotation scum and OLR. This work would shed light on the high SS wastewater treatment challenge of high-rate anaerobic processes by using biogas flotation.";"http://dx.doi.org/10.1007/s11356-019-05885-6";"Zeng, Z; Zheng, P; Zhang, M; Ghulam, A";"Zeng, Zhuo; Zheng, Ping; Zhang, Meng; Ghulam, Abbas";2019;"ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH";"high rate( anaerobic self-flotation reactor), high rate(UASB)";"paper mill effluent";"processing waste";;"lignocellulose";"lab";;"paper mill effluent";"s";;;"high rate";"UASB";;
"Study on Recovery of Biogas from Distillers Grains Wastewater by USR REACTOR";"Renewable energy; Biogas; Distillers grains; Anaerobic fermentation; Up-flow solid REACTOR";"A laboratory research on the distillers grains wastewater treatment and recycling biomass energy using Up-flow solid REACTOR (USR) was carried out. USR REACTOR was operated under thermophilic fermentation condition at 52 degrees C. The results show that the alkalinity of the mixed liquor in REACTOR is sufficient to buffer the change of pH, although the pH of influent is about 4.5. The pH of feed water is not need to be adjusted during start-up and operation. The mixing liquid pH in the REACTOR is maintained in the range of 7.1 - 7.5, which ensures the efficient and stable operation of the USR REACTOR. The volumetric load was increased from 2 kgCOD/(m3.d) to 8.9 kgCOD / (m3.d), and the corresponding hydraulic retention time was 7 day to 23 day. The removal rate of COD was about 90%, and the methane content was 55%similar to 60%. (c) 2017 The Authors. Published by Elsevier Ltd.";"http://dx.doi.org/10.1016/j.proeng.2017.10.323";"Zhang, CY; Wang, WD; Jia, JQ; Wang, AH; Li, LL";"Zhang, Chunyang; Wang, Weidong; Jia, Junqi; Wang, Aihua; Li, Lingling";2017;"10TH INTERNATIONAL SYMPOSIUM ON HEATING, VENTILATION AND AIR CONDITIONING, ISHVAC2017";"high rate(upflow solid reactor)";"distillers grains wastewater";;;"food industry organic waste";"lab";;"distillers grains wastewater";"s";;;"high rate";"upflow solid reactor";;
"SEQUENCING BATCH ANAEROBIC REACTORS FOR TREATMENT OF A HIGH-STRENGTH ORGANIC WASTE-WATER";"SEQUENCING BATCH REACTORS; ANAEROBIC TREATMENT; ORGANIC WASTE-WATER; KINETICS; BIOGAS; SLUDGE SETTLEABILITY";"Laboratory-scale experiments were carried out to study the performance of sequencing batch anaerobic REACTORs (SBAR) with respect to substrate removal and biogas production using a synthetic high-strength organic wastewater. The fill: react ratios and the cycle periods of SBAR were varied to study their effects on SBAR performance. The settleability of SBAR microorganisms was tested. Maximum soluble substrate removal of 73% was observed in the SBAR operating with a cycle period of 16 days and a fill: react ratio of 1:3. For a particular cycle period, the fill period was observed to influence the SBAR performance more than the fill: react ratio. Quasi-second order substrate removal kinetics were developed which could describe the SBAR performance satisfactorily.";"http://dx.doi.org/10.2166/wst.1991.0576";"SUTHAKER, S; POLPRASERT, C; DROSTE, RL";"SUTHAKER, S; POLPRASERT, C; DROSTE, RL";1991;"WATER SCIENCE AND TECHNOLOGY";"batch(sequencing batch reactor)";"synthetic wastewater";;;"synthetic";"lab";;"wastewater";"s";;;"batch";"sequencing batch reactor";;
"Improved Monitoring of Semi-Continuous Anaerobic Digestion of Sugarcane Waste: Effects of Increasing Organic Loading Rate on Methanogenic Community Dynamics";"sugarcane waste; biogas REACTOR overloading; methanogenic pathways; stable isotope fingerprinting; monitoring tool";"The anaerobic digestion of filter cake and its co-digestion with bagasse, and the effect of gradual increase of the organic loading rate (OLR) from start-up to overload were investigated. Understanding the influence of environmental and technical parameters on the development of particular methanogenic pathway in the biogas process was an important aim for the prediction and prevention of process failure. The rapid accumulation of volatile organic acids at high OLR of 3.0 to 4.0 g(vs).L-1.day(-1) indicated strong process inhibition. Methanogenic community dynamics of the REACTORs was monitored by stable isotope composition of biogas and molecular biological analysis. A potential shift toward the aceticlastic methanogenesis was observed along with the OLR increase under stable REACTOR operating conditions. REACTOR overloading and process failure were indicated by the tendency to return to a predominance of hydrogenotrophic methanogenesis with rising abundances of the orders Methanobacteriales and Methanomicrobiales and drop of the genus Methanosarcina abundance.";"http://dx.doi.org/10.3390/ijms161023210";"Leite, AF; Janke, L; Lv, ZP; Harms, H; Richnow, HH; Nikolausz, M";"Leite, Athaydes Francisco; Janke, Leandro; Lv, Zuopeng; Harms, Hauke; Richnow, Hans-Hermann; Nikolausz, Marcell";2015;"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES";"cstr";"filter cake + bagasse";;;"codigestion";"lab";;"filter cake + bagasse";"l+l";;;"cstr";;;
"Two-phases anaerobic digestion of fruit and vegetable wastes: bioREACTORs performance";"waste treatment; anaerobic processes; acidification; two-phases; anaerobic sequencing batch REACTOR; biogas";"The two-phase anaerobic digestion of a mixture of fruit and vegetable wastes (FVW) was studied, using two coupled anaerobic sequencing batch REACTORs (ASBR) operated at mesophilic temperature. The effect of increasing loading rates on the acidification step was investigated. Results indicated that the hydrolysis yield (81%) stabilized at an OLR of 7.5 g COD/L.d. The volatile fatty acids concentration increased when the loading rate was increased and reached its maximum value (13.3 g/L) at higher loading rate tested (10.1 g COD/L.d). Methanogenic fermentation of the liquefaction acidification products was efficiently performed in the ASBR REACTOR and high methane productivity was obtained (320 L CH4 per kg of input COD). Total COD in the final effluent from the methanizer was usually below 1500 mg/L, and soluble COD below 400 mg/L. Overall COD removal in the treatment system was 96%. Phase separation with conventional ASBR REACTORs resulted in high process stability, significant biogas productivity and better effluent quality from fruit and vegetable wastes anaerobic digestion. (C) 2004 Elsevier B.V. All rights reserved.";"http://dx.doi.org/10.1016/j.bej.2004.05.001";"Bouallagui, H; Torrijos, A; Godon, JJ; Moletta, R; Ben Cheikh, R; Touhami, Y; Delgenes, JP; Di, AH";"Bouallagui, H; Torrijos, A; Godon, JJ; Moletta, R; Ben Cheikh, R; Touhami, Y; Delgenes, JP; Di, AH";2004;"BIOCHEMICAL ENGINEERING JOURNAL";"batch(sequencing batch reactor)";"fruit, vegetable";;;"food waste";"lab";;"fruit, vegetable";"fw,fw";;;"batch";"sequencing batch reactor";;
"Performance of anaerobic REACTORs at low organic load subjected to sudden change in feed substrate types";"anaerobic processes; shock conditions; batch REACTOR; biogas; feed substrate; methane; suspended growth";"Many researchers have studied the impact of stress/shock imposed due to change in environmental and operational conditions using the same feed substrate type on performances of anaerobic REACTORs. However, limited reports are available on performance of anaerobic REACTORs subjected to shock/stress conditions due to sudden change in feed substrate and hence the present work is directed towards this end. Three suspended growth batch REACTORs (R1, R2 and R3) were started up and operated at an organic loading rate of 1.40 kg COD m(-3) d(-1) with simple soluble feed substrate (i.e. jaggery) to obtain similar performance before application of shock. The shock was applied by suddenly changing feed substrate to REACTORs R2 (from jaggery to cerelac - a complex suspended type feed) and R3 (from jaggery to neutralized acetic acid) while keeping REACTOR R1 as the control. The immediate impact of sudden change in feed substrate was observed in REACTOR R3, which showed reduced gas production rate, while no visible impact on REACTOR R2 was observed for gas production rate. The performance of REACTOR R2 deteriorated marginally in respect of biogas production during the shock period. However, performance of REACTOR R3 deteriorated very much during the shock period: gas production ceased completely and indicated build-up of high levels of volatile fatty acid. Lastly, REACTORs R2 and R3 were restored to jaggery feed substrate. REACTOR R3 responded by producing biogas along with the synthetic two REACTORs. It was observed that all three REACTORs started giving steady performance within 2 weeks of operation, which was similar to pre-shock conditions. This study indicated that extreme caution is needed when there is a possibility of sudden stress/shock conditions due to complete change in feed substrate, even though all synthetic operational and environmental parameters are planned to be maintained at pre-shock conditions. (c) 2006 Society of Chemical Industry.";"http://dx.doi.org/10.1002/jctb.1482";"Nain, MZ; Jawed, M";"Nain, Mohd. Zulquer; Jawed, Mohammad";2006;"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY";"batch";"synthetic wastewater";;;"synthetic";"lab";;;;;;"batch";;;
